name,syd_n_de_dossier_cegid,syd_naf,syd_forme_juridique_sirene,syd_activite,syd_premiere_date_de_signature,syd_total_salaries,accountid,naf_officiel,activite_differe
GREEN KARMA,06490,4725Z,EURL,,2017-09-06,0,55F6023B-EFE7-EB11-BACB-0022489B9F4E,Commerce de détail de boissons en magasin spécialisé,True
CARETTE,06494,9609Z,EIRL,,2016-12-27,0,D80B064D-EFE7-EB11-BACB-0022489B9F4E,Autres services personnels n.c.a.,True
ETHIQUE,06499,7111Z,EURL,,2018-04-30,0,5D55EE64-EFE7-EB11-BACB-0022489B9F4E,Activités d'architecture ,True
FLEURY ,06500,9602A,IND,,2017-08-30,0,AC26F06A-EFE7-EB11-BACB-0022489B9F4E,Coiffure,True
PHARMACIE RAYMOND,06501,4773Z,SELARL,,2016-10-16,0,2B27F06A-EFE7-EB11-BACB-0022489B9F4E,Commerce de détail de produits pharmaceutiques en magasin spécialisé,True
LUCOR,06502,4781Z,SAS,,2017-07-25,0,160E0571-EFE7-EB11-BACB-0022489B9F4E,Commerce de détail alimentaire sur éventaires et marchés,True
HARTMANN-SIRI,06506,1071C,SARL,,2017-02-20,0,9CE61883-EFE7-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
CONCEPT-METALLERIE,06510,4332B,SAS,,2016-12-01,0,D0BBB893-EFE7-EB11-BACB-0022489B9F4E,Travaux de menuiserie métallique et serrurerie,True
ASSOCIATION DES COMMERCANTS ,06514,9499Z,SARL,,2016-11-21,0,0484EBA5-EFE7-EB11-BACB-0022489B9F4E,Autres organisations fonctionnant par adhésion volontaire,True
AS2D,06515,4673A,SAS,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,2016-11-21,6,7CCBE3AB-EFE7-EB11-BACB-0022489B9F4E,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction ,True
ROCK WITH YOU,06517,9001Z,ASS,,2016-10-25,0,528054B6-EFE7-EB11-BACB-0022489B9F4E,Arts du spectacle vivant,True
NATUROFORMA,06519,8559B,SASU,,2016-11-24,0,EA4027BE-EFE7-EB11-BACB-0022489B9F4E,Autres enseignements,True
PAV,06524,6820B,SCI,,2016-11-21,0,F65FE2CD-EFE7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
BOUCHER Sandrine,06534,7111Z,EIRL,Activités d'architecture,2017-06-01,0,12D2C1F7-EFE7-EB11-BACB-0022489B9F4E,Activités d'architecture ,True
DADDY BIRD PRODUCTION ,06538,9001Z,SARL,,2019-01-04,0,281DC303-F0E7-EB11-BACB-0022489B9F4E,Arts du spectacle vivant,True
MANSO ,06541,1071C,,,2016-12-06,0,B297F315-F0E7-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
NUSKY VAATI MUSIC,06549,5911B,SAS,,2017-03-23,0,831FB435-F0E7-EB11-BACB-0022489B9F4E,Production de films institutionnels et publicitaires,True
OUEST DISTRIBUTION,06562,4673A,SAS,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,2017-06-21,0,3596B86B-F0E7-EB11-BACB-0022489B9F4E,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction ,True
PBMO,06567,7112B,EURL,,2016-12-13,0,57A4A583-F0E7-EB11-BACB-0022489B9F4E,"Ingénierie, études techniques",True
ELLE & CO,06580,4799A,EURL,,2016-12-27,0,391F6CB9-F0E7-EB11-BACB-0022489B9F4E,Vente à domicile,True
RESIDENCE ETUD'ART,06599,NAN,SAS,,2018-05-15,0,AF20EA02-F1E7-EB11-BACB-0022489B9F4E,,True
HUMBERT ,06604,1071C,IND,,2017-01-23,0,80BBA61B-F1E7-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
BONNIVARD ,06609,4619B,IND,,2017-06-15,0,645D942D-F1E7-EB11-BACB-0022489B9F4E,Autres intermédiaires du commerce en produits divers,True
FGVB,06617,5610A,SASU,,2017-01-24,0,4CFD7151-F1E7-EB11-BACB-0022489B9F4E,Restauration traditionnelle,True
CPH PAYSAGE,06622,8130Z,SARL,Services d'aménagement paysager,2020-06-30,0,0F3B5D63-F1E7-EB11-BACB-0022489B9F4E,Services d'aménagement paysager ,True
ALEO PERFORMANCE,06623,NAN,SASU,,,0,87E55769-F1E7-EB11-BACB-0022489B9F4E,,True
FONTENEAU-NGUYEN,06646,6619A,SCM,,2017-02-03,0,175CE8C8-F1E7-EB11-BACB-0022489B9F4E,Supports juridiques de gestion de patrimoine mobilier,True
VALVIC,06650,7022Z,SARL,,2017-05-18,0,44330FDB-F1E7-EB11-BACB-0022489B9F4E,Conseil pour les affaires et autres conseils de gestion,True
J.A.N.T.,06654,5630Z,SARL,,2017-02-26,0,A433FFEC-F1E7-EB11-BACB-0022489B9F4E,Débits de boissons,True
CCO,06668,7022Z,SARL,,2017-04-25,0,20B1C522-F2E7-EB11-BACB-0022489B9F4E,Conseil pour les affaires et autres conseils de gestion,True
GILLES ERIC,06678,1071C,IND,,2017-04-18,0,27EFA046-F2E7-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
ALTERTEC 98,06680,4312A,EURL,,2017-03-17,0,497E9152-F2E7-EB11-BACB-0022489B9F4E,Travaux de terrassement courants et travaux préparatoires,True
BIOTERRE,06702,5621Z,SAS,,2017-04-28,0,76C3F4A9-F2E7-EB11-BACB-0022489B9F4E,Services des traiteurs ,True
SARL DRIEU,06707,1071C,EURL,,2017-03-31,0,04A56AB8-F2E7-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
SAISON ,06731,0240Z,EIRL,,2017-05-04,0,D1944E18-F3E7-EB11-BACB-0022489B9F4E,Services de soutien à l'exploitation forestière,True
FACB,06745,1071C,SARL,,2017-07-17,0,191B1254-F3E7-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
LA COURTE ECHELLE,06751,4391A,SARL,,2017-10-28,0,3865FA6B-F3E7-EB11-BACB-0022489B9F4E,Travaux de charpente,True
CELESTINA,06755,8559A,EURL,,2018-07-06,0,C83FE37D-F3E7-EB11-BACB-0022489B9F4E,Formation continue d'adultes,True
LIGNE ,06756,8553Z,IND,,2017-12-21,0,27E9DD83-F3E7-EB11-BACB-0022489B9F4E,Enseignement de la conduite,True
LANMON,06759,7010Z,SARL,,2017-10-28,0,DB66DA8F-F3E7-EB11-BACB-0022489B9F4E,Activités des sièges sociaux,True
MOUAMMA ,06760,7420Z,IND,,2017-07-03,0,2B74D795-F3E7-EB11-BACB-0022489B9F4E,Activités photographiques,True
PAUTRIC,06774,8690E,IND,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",2017-06-15,0,83D3B2D1-F3E7-EB11-BACB-0022489B9F4E,"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues",True
PLOMBERIE CHAUFFAGE GIBAUD,06777,4322A,SARL,,2017-06-19,0,6529A8DD-F3E7-EB11-BACB-0022489B9F4E,Travaux d'installation d'eau et de gaz en tous locaux,True
E.L ORY,06788,5630Z,SNC,,2017-06-13,0,A5EA7607-F4E7-EB11-BACB-0022489B9F4E,Débits de boissons,True
BOULANGERIE CLOTEAU VINEAU,06796,1071C,SARL,,2017-09-11,0,151B5525-F4E7-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
BEAUVAIS LE STRAT,06800,NAN,SARL,,2017-06-26,0,A20A5137-F4E7-EB11-BACB-0022489B9F4E,,True
VILMAMUSICA,06807,5920Z,SASU,,2018-09-07,0,A50F4755-F4E7-EB11-BACB-0022489B9F4E,Enregistrement sonore et édition musicale ,True
LA CROIX D'OR,06813,1071C,SARL,,2017-06-30,0,27FE366D-F4E7-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
SC VISION,06815,7022Z,SASU,,2017-11-02,0,20472F73-F4E7-EB11-BACB-0022489B9F4E,Conseil pour les affaires et autres conseils de gestion,True
AGENCE DPA,06818,7111Z,SARL,,2017-10-10,0,98C32B7F-F4E7-EB11-BACB-0022489B9F4E,Activités d'architecture ,True
PADURARIU,06821,8623Z,IND,,2017-07-17,0,9B676D8B-F4E7-EB11-BACB-0022489B9F4E,Pratique dentaire,True
SLAVIC,06826,8623Z,IND,,2017-07-17,0,84A9F0A3-F4E7-EB11-BACB-0022489B9F4E,Pratique dentaire,True
TURPIN,06833,1071C,SARL,,2017-08-30,0,510ED8BC-F4E7-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
HERE WE GO,06841,6312Z,SARL,Portails internet,2017-09-04,0,6E80BDDA-F4E7-EB11-BACB-0022489B9F4E,Portails Internet,True
OCEANE PEINTURE,06843,4334Z,SASU,,2017-07-19,0,21F0C5E6-F4E7-EB11-BACB-0022489B9F4E,Travaux de peinture et vitrerie,True
FAMILY & FRIENDS,06854,5630Z,SARL,,2017-07-28,0,C40FA310-F5E7-EB11-BACB-0022489B9F4E,Débits de boissons,True
LS SERVICES,06860,4120B,SASU,,2017-11-22,0,01A3832E-F5E7-EB11-BACB-0022489B9F4E,Construction d'autres bâtiments,True
ESTEPH.FITNESS,06863,9313Z,SAS,,2017-12-22,0,AEF37B34-F5E7-EB11-BACB-0022489B9F4E,Activités des centres de culture physique,True
AUT'EAU PRESSION 49,06864,4520A,SAS,,2017-12-21,0,1E9F763A-F5E7-EB11-BACB-0022489B9F4E,Entretien et réparation de véhicules automobiles légers,True
MEL'EAU ROSE,06868,4776Z,EURL,,,0,13DC614C-F5E7-EB11-BACB-0022489B9F4E,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",True
L'ART DES SENS,06876,6820B,SCI,,2020-07-06,0,39AA3D6A-F5E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
LH2C,06897,6810Z,SASU,,2017-10-12,0,7B9B27BE-F5E7-EB11-BACB-0022489B9F4E,Activités des marchands de biens immobiliers,True
LTG,06900,5630Z,SAS,,2018-04-16,0,163F2BCA-F5E7-EB11-BACB-0022489B9F4E,Débits de boissons,True
HAWKS ANGERS ROLLER,06904,9312Z,ASS,,2017-12-07,0,5BDD18DC-F5E7-EB11-BACB-0022489B9F4E,Activités de clubs de sports,True
DAMES MAXIME,06915,NAN,EURL,,2017-10-10,0,005EF50B-F6E7-EB11-BACB-0022489B9F4E,,True
INVESTIR L'AVENIR,06917,6832A,EURL,,2017-10-31,0,DB07F011-F6E7-EB11-BACB-0022489B9F4E,Administration d'immeubles et autres biens immobiliers,True
CENTRE BALAFENN,06919,8559A,SAS,,2017-11-05,0,0451E817-F6E7-EB11-BACB-0022489B9F4E,Formation continue d'adultes,True
MONSIEUR FK,06929,1413Z,SAS,,2019-06-17,0,E14CB241-F6E7-EB11-BACB-0022489B9F4E,Fabrication de vêtements de dessus,True
RENAUD,06937,1071C,IND,,2017-12-15,0,C0ECAE65-F6E7-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
DEVAUX ,06938,5610A,IND,,2018-02-09,0,05BFB06B-F6E7-EB11-BACB-0022489B9F4E,Restauration traditionnelle,True
MICHAU ,06952,6820A,IND,,2017-12-22,0,0B8C6DA7-F6E7-EB11-BACB-0022489B9F4E,Location de logements,True
LA LOGE QUI BOUGE,06970,8230Z,SAS,,2018-03-14,0,43A521EF-F6E7-EB11-BACB-0022489B9F4E,"Organisation de foires, salons professionnels et congrès",True
CHOCHOY ,06974,2562B,IND,,2018-01-12,0,11440F01-F7E7-EB11-BACB-0022489B9F4E,Mécanique industrielle,True
MAISON JANIN,06981,1071C,EURL,,2017-12-06,0,34E62A1D-F7E7-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
LES 19 GONES,06984,5610A,SARL,,2018-02-07,0,B3C92929-F7E7-EB11-BACB-0022489B9F4E,Restauration traditionnelle,True
HOPSCOTCH,07010,NAN,SCI,,2018-03-01,0,6C5BAD8C-F7E7-EB11-BACB-0022489B9F4E,,True
HERVE,07012,8690D,IND,,2018-01-12,0,AAC3B598-F7E7-EB11-BACB-0022489B9F4E,Activités des infirmiers et des sages-femmes,True
ELEA,07015,5610A,EURL,,2018-02-20,0,8896CBA5-F7E7-EB11-BACB-0022489B9F4E,Restauration traditionnelle,True
SOTRAP,07022,4221Z,SAS,,2021-10-14,0,A6338BC0-F7E7-EB11-BACB-0022489B9F4E,Construction de réseaux pour fluides,True
BEAUCE SOLOGNE CARRIERES,07025,0811Z,SNC,,2018-01-03,0,00CFD5D2-F7E7-EB11-BACB-0022489B9F4E,"Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise",True
ELEFTERIOU NICOLAS,07028,4619B,EIRL,,2018-02-21,0,08C3C8DE-F7E7-EB11-BACB-0022489B9F4E,Autres intermédiaires du commerce en produits divers,True
TARAMIT ,07031,5610C,EIRL,,2018-01-15,0,71B237EB-F7E7-EB11-BACB-0022489B9F4E,Restauration de type rapide,True
NGB,07054,7420Z,SARL,,2018-04-04,0,E440404A-F8E7-EB11-BACB-0022489B9F4E,Activités photographiques,True
KARYS,07060,9329Z,EURL,,2018-06-19,0,6FED2A62-F8E7-EB11-BACB-0022489B9F4E,Autres activités récréatives et de loisirs,True
AU PLAISIR,07075,4729Z,SARL,,2018-02-21,0,5388019E-F8E7-EB11-BACB-0022489B9F4E,Autres commerces de détail alimentaires en magasin spécialisé ,True
FERDINANTES PATRIMOINE,07084,7022Z,EURL,,2018-07-06,0,0EEA02C2-F8E7-EB11-BACB-0022489B9F4E,Conseil pour les affaires et autres conseils de gestion,True
LES DEUX OUEST,07086,6820B,SCI,,2018-05-30,0,AF8209C8-F8E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
LES EDITIONS PRUNE SAS,07094,5811Z,SAS,,2018-02-21,0,C54DEEEB-F8E7-EB11-BACB-0022489B9F4E,Édition de livres,True
MOSCA CHRYSTELLE,07096,8690D,IND,,2018-04-04,0,39F4E8F1-F8E7-EB11-BACB-0022489B9F4E,Activités des infirmiers et des sages-femmes,True
NAUDON,07099,1071C,IND,BOULANGERIE-PATISSERIE                                                                              ,2018-03-05,0,47ADE0FD-F8E7-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
AKA PUBLISHING,07101,5920Z,EURL,Enregistrement sonore et édition musicale,2018-08-28,0,F19ED309-F9E7-EB11-BACB-0022489B9F4E,Enregistrement sonore et édition musicale ,True
QODIL,07103,NAN,SCI,,2018-04-12,0,D2ADD00F-F9E7-EB11-BACB-0022489B9F4E,,True
LE NEZ GRILLE,07104,5610A,SARL,,2018-04-16,0,D157CB15-F9E7-EB11-BACB-0022489B9F4E,Restauration traditionnelle,True
PHARMACIE SAINT PAVIN,07108,4773Z,SELARL,,2018-03-06,0,7DEBBB21-F9E7-EB11-BACB-0022489B9F4E,Commerce de détail de produits pharmaceutiques en magasin spécialisé,True
SCM DU LATHAN,07109,8219Z,SCM,,2018-04-25,0,6595B627-F9E7-EB11-BACB-0022489B9F4E,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",True
GOLLOT MARLENE,07111,NAN,SARL,,2018-03-26,0,E0A3B32D-F9E7-EB11-BACB-0022489B9F4E,,True
BELOUX ,07113,5630Z,IND,,2018-03-05,0,E41EB039-F9E7-EB11-BACB-0022489B9F4E,Débits de boissons,True
DENT CRISTAL,07114,6820B,SCI,,2018-04-25,0,3C20B039-F9E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
PORNIC FISH AND CHIPS,07120,5610C,SARL,,2018-06-27,0,51B19057-F9E7-EB11-BACB-0022489B9F4E,Restauration de type rapide,True
CAPCEC,07132,6420Z,SAS,,2018-04-02,0,EFF35589-F9E7-EB11-BACB-0022489B9F4E,Activités des sociétés holding,True
MY MAX,07144,6420Z,SARL,,2019-02-14,0,2AEE70BE-F9E7-EB11-BACB-0022489B9F4E,Activités des sociétés holding,True
MORINVESTS,07145,6820B,SCI,,2018-07-04,0,CA3669C4-F9E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
ODE HARVEY,07147,4334Z,SASU,,2018-09-07,0,952E91CA-F9E7-EB11-BACB-0022489B9F4E,Travaux de peinture et vitrerie,True
SMD STITCHING MACHINE DEVELOPMENT,07179,2849Z,SASU,Fabrication d'autres machines-outils,2018-10-26,0,952A6544-FAE7-EB11-BACB-0022489B9F4E,Fabrication d'autres machines-outils ,True
CLAVELIN AGENCY,07189,6420Z,EURL,,2018-05-31,0,D687506E-FAE7-EB11-BACB-0022489B9F4E,Activités des sociétés holding,True
HARVEY SANDRA AUTO ENTREPRISE ,07198,NAN,IND,,2018-06-06,0,91F82F98-FAE7-EB11-BACB-0022489B9F4E,,True
F & C LABO,07206,1089Z,SARL,,2019-04-11,0,ED6228B6-FAE7-EB11-BACB-0022489B9F4E,Fabrication d'autres produits alimentaires n.c.a.,True
METABOLES,07214,6820B,SC,,2018-11-26,0,4916FAD9-FAE7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
SOURDOREILLE PRODUCTION,07226,5920Z,SARL,Enregistrement sonore et édition musicale,2018-07-04,0,F0563508-FBE7-EB11-BACB-0022489B9F4E,Enregistrement sonore et édition musicale ,True
LOUISE BSA,07227,5610A,EURL,,2018-07-27,0,FF563508-FBE7-EB11-BACB-0022489B9F4E,Restauration traditionnelle,True
IEC ENERGIES,07245,4321A,SAS,,2018-11-06,0,E2B5B452-FBE7-EB11-BACB-0022489B9F4E,Travaux d'installation électrique dans tous locaux,True
LA BOITE A TARTINES,07249,5610A,SARL,,2019-05-31,0,4453A264-FBE7-EB11-BACB-0022489B9F4E,Restauration traditionnelle,True
MITRA DEVELOPPEMENT ,07256,6420Z,SAS,,2018-06-13,0,F6478582-FBE7-EB11-BACB-0022489B9F4E,Activités des sociétés holding,True
GARAGE AUTO NOME ,07263,NAN,EURL,,2018-07-04,0,CDDA799F-FBE7-EB11-BACB-0022489B9F4E,,True
LES PETITS PAS DE BOURGUEIL,07273,8891A,SARL,,2018-07-06,0,60B571C3-FBE7-EB11-BACB-0022489B9F4E,Accueil de jeunes enfants,True
DECALF CHRISTIAN ,07276,4789Z,IND,,2018-06-26,0,2C4662CF-FBE7-EB11-BACB-0022489B9F4E,Autres commerces de détail sur éventaires et marchés,True
BUSSON ,07284,8690E,IND,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",2018-09-04,0,28903DF3-FBE7-EB11-BACB-0022489B9F4E,"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues",True
SAINT DENIS ,07320,6820B,SAS,,2018-07-26,0,39DD8C8E-FCE7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
SAUSSEREAU,07322,6622Z,IND,,2018-09-28,0,EB0A4B95-FCE7-EB11-BACB-0022489B9F4E,Activités des agents et courtiers d'assurances,True
LOUET,07331,7022Z,IND,,2018-10-02,0,0C6A17BF-FCE7-EB11-BACB-0022489B9F4E,Conseil pour les affaires et autres conseils de gestion,True
SEVA SOCIETE D'EMBALLAGES,07359,1624Z,SAS,,2018-10-04,0,10BC8D2E-FDE7-EB11-BACB-0022489B9F4E,Fabrication d'emballages en bois,True
CHAPPEY NATHALIE,07369,8690E,IND,,2018-11-27,0,F41A5A58-FDE7-EB11-BACB-0022489B9F4E,"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues",True
NATU,07371,NAN,SARL,,2018-11-12,0,B864525E-FDE7-EB11-BACB-0022489B9F4E,,True
TURK,07392,4334Z,IND,,2018-11-13,0,DCFCA5B1-FDE7-EB11-BACB-0022489B9F4E,Travaux de peinture et vitrerie,True
ARTIST SERVICES,07393,5920Z,SASU,Enregistrement sonore et édition musicale,2018-11-20,0,CE469EB7-FDE7-EB11-BACB-0022489B9F4E,Enregistrement sonore et édition musicale ,True
OLLIVIER ,07430,IRPP,IND,,2023-08-09,0,60EC0459-FEE7-EB11-BACB-0022489B9F4E,,True
RIBE INVEST,07433,6820B,SCI,,2019-06-12,0,6BA67865-FEE7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
LAFONTA-SANTE,07436,4774Z,EURL,,2018-12-07,0,D78DC374-FEE7-EB11-BACB-0022489B9F4E,Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé,True
GAIGNARD,07456,4520A,IND,,2019-05-24,0,DDAD0BC5-FEE7-EB11-BACB-0022489B9F4E,Entretien et réparation de véhicules automobiles légers,True
TIME BOX ,07465,5610C,SARL,,2019-01-08,0,629295EB-FEE7-EB11-BACB-0022489B9F4E,Restauration de type rapide,True
SL3A,07496,5610A,EURL,,2019-05-29,0,97DEF06B-FFE7-EB11-BACB-0022489B9F4E,Restauration traditionnelle,True
L'AMI D'PAIN,07498,1071C,SARL,,2019-03-30,0,E9381B72-FFE7-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
NDC IMMO,07500,6820B,SCI,,,0,3C1A557C-FFE7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
BIGRE,07511,9499Z,ASS,,2019-09-27,0,E9EF63A9-FFE7-EB11-BACB-0022489B9F4E,Autres organisations fonctionnant par adhésion volontaire,True
LA P'TITE BOULANGE,07512,1071C,SASU,BOULANGERIE-PATISSERIE                                                                              ,2019-02-19,0,4B385CAF-FFE7-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
BATI DECO,07514,NAN,SASU,,2019-02-19,0,B9E456B5-FFE7-EB11-BACB-0022489B9F4E,,True
CHAT ALORS,07517,9499Z,ASS,,2019-09-27,0,407747C1-FFE7-EB11-BACB-0022489B9F4E,Autres organisations fonctionnant par adhésion volontaire,True
A3PM,07525,6420Z,SARL,,2019-03-11,0,490B28DF-FFE7-EB11-BACB-0022489B9F4E,Activités des sociétés holding,True
SAS DIDIER FOUQUERON,07526,4321A,SASU,,2019-03-07,0,245220E5-FFE7-EB11-BACB-0022489B9F4E,Travaux d'installation électrique dans tous locaux,True
FOUQUERON ATLANTIQUE,07528,4322A,EURL,,2019-03-07,0,85DC7BEC-FFE7-EB11-BACB-0022489B9F4E,Travaux d'installation d'eau et de gaz en tous locaux,True
BAPTISTE BLANLOEIL,07534,6420Z,EURL,,2019-06-14,0,A4ED1F0B-00E8-EB11-BACB-0022489B9F4E,Activités des sociétés holding,True
JOUET,07547,8130Z,IND,Services d'aménagement paysager,2019-03-27,1,74919837-00E8-EB11-BACB-0022489B9F4E,Services d'aménagement paysager ,True
CHATILLON,07563,6820A,IND,,2019-03-20,0,79BDA274-00E8-EB11-BACB-0022489B9F4E,Location de logements,True
USITECH,07568,2562B,EURL,,2019-05-24,0,A8BE9286-00E8-EB11-BACB-0022489B9F4E,Mécanique industrielle,True
LHD SOLUTIONS,07582,5510Z,SAS,,2019-03-29,0,E5344FC2-00E8-EB11-BACB-0022489B9F4E,Hôtels et hébergement similaire ,True
ONE POT' TRAITEUR,07594,1085Z,SARL,,2019-04-09,0,BD07C2F2-00E8-EB11-BACB-0022489B9F4E,Fabrication de plats préparés,True
SAINT JOSEPH,07605,NAN,SCI,,2019-05-20,0,4FCB901C-01E8-EB11-BACB-0022489B9F4E,,True
WIND AND METAL SERVICES,07613,3320B,SAS,,2019-10-21,0,D3166946-01E8-EB11-BACB-0022489B9F4E,Installation de machines et équipements mécaniques,True
LTG2,07619,5630Z,SARL,,2019-06-24,0,D6A8DB5E-01E8-EB11-BACB-0022489B9F4E,Débits de boissons,True
GUYOMARD AUDREY,07622,8690E,IND,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",2019-06-18,0,40DF7A6D-01E8-EB11-BACB-0022489B9F4E,"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues",True
LES FAVORIS,07625,7820Z,SASU,,2019-04-30,0,B1ADED7A-01E8-EB11-BACB-0022489B9F4E,Activités des agences de travail temporaire ,True
BOURGEAIS,07629,IRPP,IND,,2019-04-12,0,A7A72988-01E8-EB11-BACB-0022489B9F4E,,True
OTONOM,07638,4649Z,SARL,Commerce de gros (commerce interentreprises) d'autres biens,2020-07-30,0,67F0D1AC-01E8-EB11-BACB-0022489B9F4E,Commerce de gros (commerce interentreprises) d'autres biens domestiques ,True
EMILIENNE,07653,1071C,SAS,,2019-06-05,0,35A693E2-01E8-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
DAVY AURÉLIE,07654,8690D,IND,,2019-05-17,0,73A893E2-01E8-EB11-BACB-0022489B9F4E,Activités des infirmiers et des sages-femmes,True
MRANI ALAOUI YASSINE,07657,6201Z,IND,,2019-06-25,0,9F3784EE-01E8-EB11-BACB-0022489B9F4E,Programmation informatique,True
2TSO THERMOLAQUAGE TRAVAUX SECOND ,07668,2561Z,SAS,,2019-07-05,0,B6D18314-02E8-EB11-BACB-0022489B9F4E,Traitement et revêtement des métaux,True
BEILLOUET,07839,6820A,IND,,2019-09-19,0,9FAAB0C2-13E8-EB11-BACB-0022489B9F4E,Location de logements,True
FOUQUERAY,07881,9512Z,EIRL,REPARATION DE TELEPHONE                                                                             ,2019-09-30,0,D4111561-14E8-EB11-BACB-0022489B9F4E,Réparation d'équipements de communication,True
COTE JADE,07884,4711B,EURL,,2019-11-29,0,97A4056D-14E8-EB11-BACB-0022489B9F4E,Commerce d'alimentation générale,True
HOTEL L'AMIRAUTE,07909,5510Z,SAS,,2019-11-29,0,7FA7C4D8-14E8-EB11-BACB-0022489B9F4E,Hôtels et hébergement similaire ,True
LOLIPE,07920,8211Z,SASU,Holding financière,,0,6B59860E-15E8-EB11-BACB-0022489B9F4E,Services administratifs combinés de bureau,True
DCB NOTAIRES ASSOCIES,07922,6910Z,SELARL,,2019-10-11,0,7EA37E14-15E8-EB11-BACB-0022489B9F4E,Activités juridiques,True
SORIN ASSAINISSEMENT,07953,4673A,EURL,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,2020-03-05,0,B8184694-15E8-EB11-BACB-0022489B9F4E,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction ,True
FRANCE LOCATION INDUSTRIE FLI 53,07978,7739Z,SAS,,2019-12-20,0,98756809-16E8-EB11-BACB-0022489B9F4E,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a. ",True
IBC NET LINGE,07981,1392Z,SARL,,2019-12-20,0,1DB5E00F-16E8-EB11-BACB-0022489B9F4E,"Fabrication d'articles textiles, sauf habillement",True
RPA,07983,6820B,SCI,,2019-12-23,0,B6A3D31B-16E8-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
RPB,07984,6820B,SCI,,2019-12-24,0,37A5D31B-16E8-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
DES FOURNEAUX,07987,6820B,SCI,,2019-12-24,0,4F79E928-16E8-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
LOUE AUTOMOBILES,08009,4520A,SARL,,2020-01-24,0,F74E707E-16E8-EB11-BACB-0022489B9F4E,Entretien et réparation de véhicules automobiles légers,True
COLETTE FLEURS,08012,4776Z,EURL,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces",2020-01-08,0,C63F638A-16E8-EB11-BACB-0022489B9F4E,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",True
ESW BEAUTY,08067,4645Z,SASU,,2020-02-03,2,86ECDB67-17E8-EB11-BACB-0022489B9F4E,Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté,True
JMA,08070,6820B,SCI,,2020-01-21,0,4A08D673-17E8-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
